DATE_TIME	LON	LAT
2017-11-23 08:01:10	121.301285	25.050850
2017-11-23 08:01:23	121.301285	25.050850
2017-11-23 08:01:24	121.301285	25.050850
2017-11-23 08:02:10	121.301285	25.050850
2017-11-23 08:02:34	121.301285	25.050850
2017-11-23 08:02:34	121.301285	25.050850
2017-11-23 08:12:09	121.290802	25.060881
2017-11-23 08:12:12	121.290802	25.060881
2017-11-23 08:12:12	121.290802	25.060881
2017-11-23 08:12:47	121.289322	25.062729
2017-11-23 08:12:50	121.289322	25.062729
2017-11-23 08:12:55	121.289322	25.062729
2017-11-23 08:13:36	121.289322	25.062729
2017-11-23 08:13:35	121.289322	25.062729
2017-11-23 08:13:40	121.289322	25.062729
2017-11-23 08:14:36	121.289322	25.062729
2017-11-23 08:15:07	121.289833	25.064329
2017-11-23 08:15:09	121.289833	25.064329
2017-11-23 08:15:14	121.289833	25.064329
2017-11-23 08:15:32	121.289833	25.064329
2017-11-23 08:15:47	121.289833	25.064329
2017-11-23 08:15:32	121.289833	25.064329
2017-11-23 08:16:15	121.292366	25.073910
2017-11-23 08:16:15	121.292366	25.073910
2017-11-23 08:16:26	121.285355	25.079950
2017-11-23 08:16:26	121.285355	25.079950
2017-11-23 08:16:45	121.286255	25.073519
2017-11-23 08:16:45	121.286255	25.073519
2017-11-23 08:17:04	121.285858	25.073729
2017-11-23 08:17:15	121.285858	25.073729
2017-11-23 08:17:39	121.285347	25.076902
2017-11-23 08:18:00	121.285347	25.076902
2017-11-23 08:18:00	121.285347	25.076902
2017-11-23 08:18:03	121.285347	25.076902
2017-11-23 08:18:06	121.287758	25.084343
2017-11-23 08:18:21	121.287758	25.084343
2017-11-23 08:18:21	121.287758	25.084343
2017-11-23 08:18:28	121.287758	25.084343
2017-11-23 08:18:39	121.285576	25.088428
2017-11-23 08:18:53	121.285576	25.088428
2017-11-23 08:18:53	121.285576	25.088428
2017-11-23 08:19:01	121.282928	25.084553
2017-11-23 08:19:01	121.282928	25.084553
2017-11-23 08:19:03	121.289619	25.087599
2017-11-23 08:19:03	121.289619	25.087599
2017-11-23 08:19:15	121.300209	25.085438
2017-11-23 08:19:16	121.300209	25.085438
2017-11-23 08:19:19	121.280884	25.086393
2017-11-23 08:19:32	121.280884	25.086393
2017-11-23 08:19:32	121.280884	25.086393
2017-11-23 08:19:37	121.290657	25.087994
2017-11-23 08:19:37	121.290657	25.087994
2017-11-23 08:19:48	121.280258	25.083675
2017-11-23 08:19:48	121.280258	25.083675
2017-11-23 08:20:01	121.285133	25.083441
2017-11-23 08:20:30	121.285133	25.083441
2017-11-23 08:20:31	121.285133	25.083441
2017-11-23 08:21:10	121.298309	25.095490
2017-11-23 08:21:29	121.298309	25.095490
2017-11-23 08:21:29	121.298309	25.095490
2017-11-23 08:21:39	121.280846	25.085283
2017-11-23 08:21:40	121.280846	25.085283
2017-11-23 08:22:13	121.281792	25.085499
2017-11-23 08:22:24	121.281792	25.085499
2017-11-23 08:22:25	121.283607	25.083502
2017-11-23 08:22:34	121.283607	25.083502
2017-11-23 08:22:37	121.283607	25.083502
2017-11-23 08:23:42	121.302246	25.085016
2017-11-23 08:23:57	121.302246	25.085016
2017-11-23 08:23:58	121.302246	25.085016
2017-11-23 08:24:05	121.302246	25.085016
2017-11-23 08:24:25	121.302246	25.085016
2017-11-23 08:24:25	121.302246	25.085016
2017-11-23 08:24:47	121.302246	25.085016
2017-11-23 08:24:57	121.302246	25.085016
2017-11-23 08:24:57	121.302246	25.085016
2017-11-23 08:25:07	121.302246	25.085016
2017-11-23 08:26:42	121.302246	25.085016
2017-11-23 08:26:42	121.302246	25.085016
2017-11-23 08:26:47	121.302246	25.085016
2017-11-23 08:26:57	121.302246	25.085016
2017-11-23 08:27:14	121.302246	25.085016
2017-11-23 08:29:48	121.302246	25.085016
2017-11-23 08:29:48	121.302246	25.085016
2017-11-23 08:29:49	121.302246	25.085016
2017-11-23 08:29:51	121.281219	25.074478
2017-11-23 08:29:51	121.281219	25.074478
2017-11-23 08:30:41	121.296600	25.096716
2017-11-23 08:30:41	121.296600	25.096716
2017-11-23 08:30:42	121.286606	25.087252
2017-11-23 08:30:42	121.286606	25.087252
2017-11-23 08:31:10	121.299011	25.088331
2017-11-23 08:31:29	121.285728	25.078611
2017-11-23 08:31:29	121.285728	25.078611
2017-11-23 08:31:29	121.285728	25.078611
2017-11-23 08:31:51	121.302261	25.080116
2017-11-23 08:31:51	121.302261	25.080116
2017-11-23 08:31:51	121.302261	25.080116
2017-11-23 08:31:53	121.304482	25.078712
2017-11-23 08:31:53	121.304482	25.078712
2017-11-23 08:32:05	121.304443	25.079149
2017-11-23 08:32:09	121.306236	25.077347
2017-11-23 08:32:09	121.306236	25.077347
2017-11-23 08:32:10	121.306236	25.077347
2017-11-23 08:32:18	121.310127	25.080198
2017-11-23 08:32:18	121.310127	25.080198
2017-11-23 08:32:36	121.310188	25.077192
2017-11-23 08:32:52	121.314026	25.075523
2017-11-23 08:32:52	121.314026	25.075523
2017-11-23 08:32:52	121.314026	25.075523
2017-11-23 08:33:03	121.316925	25.072697
2017-11-23 08:33:03	121.316925	25.072697
2017-11-23 08:33:04	121.316925	25.072697
2017-11-23 08:33:09	121.318443	25.074360
2017-11-23 08:33:14	121.320107	25.072355
2017-11-23 08:33:14	121.320107	25.072355
2017-11-23 08:33:46	121.321701	25.070992
2017-11-23 08:33:46	121.321701	25.070992
2017-11-23 08:33:54	121.324013	25.067720
2017-11-23 08:34:02	121.326874	25.067034
2017-11-23 08:34:02	121.326874	25.067034
2017-11-23 08:34:05	121.330101	25.064339
2017-11-23 08:34:06	121.330101	25.064339
2017-11-23 08:34:18	121.330101	25.064339
2017-11-23 08:34:18	121.330101	25.064339
2017-11-23 08:34:51	121.332085	25.063675
2017-11-23 08:34:57	121.340050	25.067822
2017-11-23 08:34:57	121.340050	25.067822
2017-11-23 08:35:04	121.341354	25.066256
2017-11-23 08:35:04	121.341354	25.066256
2017-11-23 08:35:05	121.341408	25.066864
2017-11-23 08:35:05	121.341408	25.066864
2017-11-23 08:35:05	121.341408	25.066864
2017-11-23 08:35:11	121.341370	25.066650
2017-11-23 08:35:11	121.341370	25.066650
2017-11-23 08:35:12	121.341370	25.066650
2017-11-23 08:35:21	121.341934	25.067003
2017-11-23 08:35:25	121.341934	25.067003
2017-11-23 08:35:31	121.341934	25.067003
2017-11-23 08:35:53	121.341934	25.067003
2017-11-23 08:35:56	121.347908	25.071875
2017-11-23 08:35:56	121.347908	25.071875
2017-11-23 08:35:56	121.348732	25.072645
2017-11-23 08:35:56	121.348732	25.072645
2017-11-23 08:36:09	121.357834	25.065817
2017-11-23 08:36:16	121.357834	25.065817
2017-11-23 08:36:16	121.357834	25.065817
2017-11-23 08:36:28	121.361267	25.067238
2017-11-23 08:36:31	121.361267	25.067238
2017-11-23 08:36:35	121.354210	25.077770
2017-11-23 08:36:35	121.354210	25.077770
2017-11-23 08:36:40	121.355598	25.077913
2017-11-23 08:38:34	121.355598	25.077913
2017-11-23 08:36:40	121.355598	25.077913
2017-11-23 08:36:40	121.355598	25.077913
2017-11-23 08:37:22	121.362183	25.064959
2017-11-23 08:38:28	121.365913	25.069853
2017-11-23 08:38:28	121.365913	25.069853
2017-11-23 08:38:54	121.369843	25.068993
2017-11-23 08:38:40	121.369843	25.068993
2017-11-23 08:38:40	121.369843	25.068993
2017-11-23 08:38:40	121.369843	25.068993
2017-11-23 08:38:41	121.369843	25.068993
2017-11-23 08:38:41	121.369843	25.068993
2017-11-23 08:38:47	121.366676	25.068523
2017-11-23 08:38:47	121.366676	25.068523
2017-11-23 08:38:55	121.366737	25.063257
2017-11-23 08:38:55	121.366737	25.063257
2017-11-23 08:38:35	121.366737	25.063257
2017-11-23 08:38:56	121.367950	25.063713
2017-11-23 08:38:56	121.367950	25.063713
2017-11-23 08:38:56	121.367950	25.063713
2017-11-23 08:38:56	121.367950	25.063713
2017-11-23 08:38:55	121.367950	25.063713
2017-11-23 08:39:07	121.366135	25.063923
2017-11-23 08:39:07	121.366135	25.063923
2017-11-23 08:39:07	121.366135	25.063923
2017-11-23 08:38:56	121.366135	25.063923
2017-11-23 08:39:14	121.364105	25.065289
2017-11-23 08:39:14	121.364105	25.065289
2017-11-23 08:39:14	121.364105	25.065289
2017-11-23 08:39:14	121.364105	25.065289
2017-11-23 08:39:07	121.364105	25.065289
2017-11-23 08:39:43	121.375244	25.063665
2017-11-23 08:39:32	121.375244	25.063665
2017-11-23 08:39:43	121.373108	25.061853
2017-11-23 08:39:14	121.373108	25.061853
2017-11-23 08:39:43	121.373108	25.061853
2017-11-23 08:39:48	121.371254	25.063793
2017-11-23 08:39:46	121.371254	25.063793
2017-11-23 08:39:46	121.371254	25.063793
2017-11-23 08:39:43	121.371254	25.063793
2017-11-23 08:39:48	121.369820	25.061504
2017-11-23 08:39:58	121.369820	25.061504
2017-11-23 08:40:14	121.371918	25.062632
2017-11-23 08:40:20	121.371918	25.062632
2017-11-23 08:40:20	121.371918	25.062632
2017-11-23 08:40:22	121.372917	25.062916
2017-11-23 08:40:22	121.372917	25.062916
2017-11-23 08:40:29	121.372917	25.062916
2017-11-23 08:40:35	121.381912	25.059362
2017-11-23 08:40:52	121.381912	25.059362
2017-11-23 08:40:56	121.381912	25.059362
2017-11-23 08:40:57	121.381912	25.059362
2017-11-23 08:41:04	121.381912	25.059362
2017-11-23 08:41:04	121.381912	25.059362
2017-11-23 08:41:08	121.368851	25.060501
2017-11-23 08:41:08	121.368851	25.060501
2017-11-23 08:41:08	121.368851	25.060501
2017-11-23 08:41:13	121.368851	25.060501
2017-11-23 08:41:16	121.374420	25.055515
2017-11-23 08:41:17	121.374420	25.055515
2017-11-23 08:41:17	121.374420	25.055515
2017-11-23 08:41:18	121.374420	25.055515
2017-11-23 08:41:19	121.368050	25.054829
2017-11-23 08:41:19	121.368050	25.054829
2017-11-23 08:41:19	121.368050	25.054829
2017-11-23 08:41:32	121.368050	25.054829
2017-11-23 08:42:03	121.376549	25.063375
2017-11-23 08:42:39	121.376549	25.063375
2017-11-23 08:42:33	121.376549	25.063375
2017-11-23 08:42:33	121.376549	25.063375
2017-11-23 08:42:33	121.376549	25.063375
2017-11-23 08:42:33	121.376549	25.063375
2017-11-23 08:42:37	121.367630	25.056208
2017-11-23 08:42:37	121.367630	25.056208
2017-11-23 08:42:37	121.367630	25.056208
2017-11-23 08:43:04	121.369698	25.061813
2017-11-23 08:42:40	121.369698	25.061813
2017-11-23 08:42:40	121.369698	25.061813
2017-11-23 08:42:40	121.369698	25.061813
2017-11-23 08:42:42	121.371651	25.058153
2017-11-23 08:42:42	121.371651	25.058153
2017-11-23 08:42:43	121.376900	25.052765
2017-11-23 08:42:43	121.376900	25.052765
2017-11-23 08:42:44	121.376900	25.052765
2017-11-23 08:42:47	121.376900	25.052765
2017-11-23 08:42:47	121.376900	25.052765
2017-11-23 08:42:48	121.376900	25.052765
2017-11-23 08:42:48	121.376900	25.052765
2017-11-23 08:42:48	121.376900	25.052765
2017-11-23 08:42:51	121.376900	25.052765
2017-11-23 08:42:52	121.374474	25.056288
2017-11-23 08:42:39	121.374474	25.056288
2017-11-23 08:42:52	121.374474	25.056288
2017-11-23 08:42:56	121.374222	25.056196
2017-11-23 08:42:56	121.374222	25.056196
2017-11-23 08:42:57	121.374222	25.056196
2017-11-23 08:42:57	121.374222	25.056196
2017-11-23 08:43:00	121.372620	25.056816
2017-11-23 08:43:00	121.372620	25.056816
2017-11-23 08:43:01	121.372620	25.056816
2017-11-23 08:43:01	121.372620	25.056816
2017-11-23 08:43:07	121.376427	25.054214
2017-11-23 08:43:07	121.376427	25.054214
2017-11-23 08:43:08	121.376427	25.054214
2017-11-23 08:43:08	121.376427	25.054214
2017-11-23 08:43:11	121.378090	25.054255
2017-11-23 08:43:11	121.378090	25.054255
2017-11-23 08:43:16	121.378059	25.052456
2017-11-23 08:43:16	121.378059	25.052456
2017-11-23 08:43:25	121.376854	25.054077
2017-11-23 08:43:25	121.376854	25.054077
2017-11-23 08:43:26	121.376854	25.054077
2017-11-23 08:43:26	121.376854	25.054077
2017-11-23 08:43:26	121.376854	25.054077
2017-11-23 08:43:29	121.376854	25.054077
2017-11-23 08:43:29	121.376854	25.054077
2017-11-23 08:43:32	121.380890	25.049112
2017-11-23 08:43:32	121.380890	25.049112
2017-11-23 08:43:49	121.385971	25.048088
2017-11-23 08:43:55	121.385696	25.041315
2017-11-23 08:43:55	121.385696	25.041315
2017-11-23 08:43:55	121.385696	25.041315
2017-11-23 08:44:08	121.385704	25.041431
2017-11-23 08:44:12	121.385712	25.041538
2017-11-23 08:43:04	121.385712	25.041538
2017-11-23 08:44:29	121.385712	25.041538
2017-11-23 08:44:29	121.385712	25.041538
2017-11-23 08:45:05	121.385704	25.041378
2017-11-23 08:45:21	121.385727	25.041565
2017-11-23 08:45:37	121.385696	25.041325
2017-11-23 08:45:37	121.385696	25.041325
2017-11-23 08:45:59	121.385712	25.041431
2017-11-23 08:46:02	121.385712	25.041431
2017-11-23 08:46:04	121.385712	25.041431
2017-11-23 08:46:26	121.385712	25.041431
2017-11-23 08:46:26	121.385712	25.041431
2017-11-23 08:46:26	121.385712	25.041431
2017-11-23 08:46:30	121.385712	25.041431
2017-11-23 08:46:30	121.385712	25.041431
2017-11-23 08:46:38	121.385712	25.041431
2017-11-23 08:46:38	121.392242	25.034449
2017-11-23 08:46:42	121.392242	25.034449
2017-11-23 08:46:42	121.392242	25.034449
2017-11-23 08:46:50	121.393715	25.034250
2017-11-23 08:46:50	121.393715	25.034250
2017-11-23 08:46:55	121.394730	25.032804
2017-11-23 08:46:55	121.394730	25.032804
2017-11-23 08:47:03	121.393013	25.034376
2017-11-23 08:47:03	121.393013	25.034376
2017-11-23 08:47:36	121.396835	25.031563
2017-11-23 08:47:40	121.399376	25.030268
2017-11-23 08:47:40	121.399376	25.030268
2017-11-23 08:48:11	121.404945	25.032135
2017-11-23 08:48:18	121.404945	25.032135
2017-11-23 08:48:23	121.404655	25.026365
2017-11-23 08:48:23	121.404655	25.026365
2017-11-23 08:47:40	121.404655	25.026365
2017-11-23 08:48:48	121.409515	25.028986
2017-11-23 08:49:10	121.409515	25.028986
2017-11-23 08:49:05	121.409515	25.028986
2017-11-23 08:49:10	121.408806	25.025562
2017-11-23 08:49:10	121.408806	25.025562
2017-11-23 08:48:23	121.408806	25.025562
2017-11-23 08:49:19	121.411064	25.027048
2017-11-23 08:49:19	121.411064	25.027048
2017-11-23 08:49:19	121.411064	25.027048
2017-11-23 08:49:11	121.411064	25.027048
2017-11-23 08:49:29	121.412170	25.028841
2017-11-23 08:49:19	121.412170	25.028841
2017-11-23 08:49:35	121.412170	25.028841
2017-11-23 08:49:37	121.412170	25.028841
2017-11-23 08:49:37	121.412170	25.028841
2017-11-23 08:49:40	121.416267	25.029938
2017-11-23 08:49:42	121.416267	25.029938
2017-11-23 08:49:42	121.416267	25.029938
2017-11-23 08:49:42	121.416267	25.029938
2017-11-23 08:50:10	121.417931	25.031216
2017-11-23 08:50:09	121.417931	25.031216
2017-11-23 08:49:42	121.417931	25.031216
2017-11-23 08:50:09	121.417931	25.031216
2017-11-23 08:50:10	121.417931	25.031216
2017-11-23 08:50:10	121.417931	25.031216
2017-11-23 08:50:23	121.418671	25.032185
2017-11-23 08:50:21	121.418671	25.032185
2017-11-23 08:50:23	121.421082	25.031155
2017-11-23 08:50:23	121.421082	25.031155
2017-11-23 08:50:10	121.421082	25.031155
2017-11-23 08:50:49	121.419601	25.033239
2017-11-23 08:50:28	121.419601	25.033239
2017-11-23 08:50:28	121.419601	25.033239
2017-11-23 08:50:33	121.421478	25.033998
2017-11-23 08:50:33	121.421478	25.033998
2017-11-23 08:50:23	121.421478	25.033998
2017-11-23 08:50:37	121.423309	25.034206
2017-11-23 08:50:37	121.423309	25.034206
2017-11-23 08:50:41	121.421440	25.034025
2017-11-23 08:50:41	121.421440	25.034025
2017-11-23 08:50:49	121.423691	25.032396
2017-11-23 08:50:49	121.423691	25.032396
2017-11-23 08:50:49	121.429939	25.033682
2017-11-23 08:50:49	121.429939	25.033682
2017-11-23 08:50:49	121.429939	25.033682
2017-11-23 08:50:49	121.429939	25.033682
2017-11-23 08:50:50	121.423492	25.033831
2017-11-23 08:50:50	121.423492	25.033831
2017-11-23 08:50:50	121.423492	25.033831
2017-11-23 08:50:49	121.423492	25.033831
2017-11-23 08:50:58	121.424255	25.035295
2017-11-23 08:50:58	121.424255	25.035295
2017-11-23 08:50:58	121.424255	25.035295
2017-11-23 08:50:59	121.424255	25.035295
2017-11-23 08:50:50	121.424255	25.035295
2017-11-23 08:51:08	121.426880	25.034531
2017-11-23 08:51:08	121.426880	25.034531
2017-11-23 08:51:08	121.426880	25.034531
2017-11-23 08:51:00	121.426880	25.034531
2017-11-23 08:51:31	121.425934	25.034489
