DATE_TIME	LON	LAT
2017-11-23 19:20:05	121.488808	25.047367
2017-11-23 19:20:00	121.491341	25.048048
2017-11-23 19:20:00	121.491341	25.048048
2017-11-23 19:20:01	121.491341	25.048048
2017-11-23 19:20:01	121.491341	25.048048
2017-11-23 19:20:04	121.488853	25.047894
2017-11-23 19:20:22	121.483002	25.042267
2017-11-23 19:20:15	121.483002	25.042267
2017-11-23 19:20:18	121.481155	25.056734
2017-11-23 19:20:18	121.481155	25.056734
2017-11-23 19:20:05	121.481155	25.056734
2017-11-23 19:20:26	121.482513	25.055235
2017-11-23 19:20:23	121.482513	25.055235
2017-11-23 19:20:23	121.482513	25.055235
2017-11-23 19:20:24	121.482513	25.055235
2017-11-23 19:20:22	121.482513	25.055235
2017-11-23 19:20:30	121.483398	25.056429
2017-11-23 19:20:26	121.483398	25.056429
2017-11-23 19:20:33	121.481728	25.053944
2017-11-23 19:21:12	121.481728	25.053944
2017-11-23 19:20:39	121.481728	25.053944
2017-11-23 19:20:39	121.481728	25.053944
2017-11-23 19:20:44	121.483086	25.053162
2017-11-23 19:20:44	121.483086	25.053162
2017-11-23 19:20:45	121.482689	25.053755
2017-11-23 19:20:45	121.482689	25.053755
2017-11-23 19:20:46	121.482689	25.053755
2017-11-23 19:21:00	121.481651	25.059877
2017-11-23 19:21:00	121.481651	25.059877
2017-11-23 19:22:28	121.477394	25.064817
2017-11-23 19:21:18	121.477394	25.064817
2017-11-23 19:21:18	121.477394	25.064817
2017-11-23 19:21:25	121.476273	25.066896
2017-11-23 19:21:25	121.476273	25.066896
2017-11-23 19:21:28	121.474998	25.065880
2017-11-23 19:21:28	121.474998	25.065880
2017-11-23 19:21:29	121.474998	25.065880
2017-11-23 19:21:37	121.470375	25.060497
2017-11-23 19:21:37	121.470375	25.060497
2017-11-23 19:21:39	121.472244	25.070864
2017-11-23 19:21:39	121.472244	25.070864
2017-11-23 19:21:40	121.473114	25.069172
2017-11-23 19:21:40	121.473114	25.069172
2017-11-23 19:21:41	121.473114	25.069172
2017-11-23 19:21:42	121.475166	25.070406
2017-11-23 19:21:12	121.475166	25.070406
2017-11-23 19:21:42	121.475166	25.070406
2017-11-23 19:21:48	121.470306	25.068890
2017-11-23 19:21:48	121.470306	25.068890
2017-11-23 19:21:55	121.467201	25.069221
2017-11-23 19:21:55	121.467201	25.069221
2017-11-23 19:21:59	121.468781	25.068827
2017-11-23 19:21:59	121.468781	25.068827
2017-11-23 19:21:59	121.468781	25.068827
2017-11-23 19:22:06	121.465828	25.068214
2017-11-23 19:22:06	121.465828	25.068214
2017-11-23 19:22:07	121.465828	25.068214
2017-11-23 19:22:07	121.465828	25.068214
2017-11-23 19:22:10	121.465828	25.068214
2017-11-23 19:22:10	121.465828	25.068214
2017-11-23 19:22:13	121.466652	25.067432
2017-11-23 19:22:13	121.466652	25.067432
2017-11-23 19:22:14	121.466652	25.067432
2017-11-23 19:22:14	121.466652	25.067432
2017-11-23 19:22:14	121.466652	25.067432
2017-11-23 19:22:21	121.465546	25.065823
2017-11-23 19:22:21	121.465546	25.065823
2017-11-23 19:22:30	121.463387	25.070290
2017-11-23 19:22:30	121.463387	25.070290
2017-11-23 19:22:30	121.463387	25.070290
2017-11-23 19:22:28	121.463387	25.070290
2017-11-23 19:22:46	121.464706	25.065821
2017-11-23 19:22:32	121.464706	25.065821
2017-11-23 19:22:32	121.464706	25.065821
2017-11-23 19:22:34	121.464706	25.065821
2017-11-23 19:22:34	121.464706	25.065821
2017-11-23 19:22:30	121.464706	25.065821
2017-11-23 19:22:39	121.466385	25.064419
2017-11-23 19:22:39	121.466385	25.064419
2017-11-23 19:22:46	121.464935	25.063368
